img_idx,true_label,clip_pred,clip_conf,clip_correct,date_pred,date_conf,date_correct,date_changed,date_outcome,gps_pred,gps_conf,gps_correct,gps_changed,gps_outcome,cross_modal,gps_dist_km,date_pheno_days,clip_peak_month,date_peak_month,gps_low_coverage,date_low_coverage
45,Amanita xanthocephala,Amanita xanthocephala,0.9830,True,Amanita xanthocephala,0.9710,True,False,UNCHANGED,Amanita xanthocephala,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
46,Argiope aurantia,Argiope aurantia,0.9990,True,Argiope aurantia,0.9990,True,False,UNCHANGED,Argiope aurantia,0.9990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
47,Amanita rubescens,Amanita rubescens,1.0000,True,Amanita rubescens,1.0000,True,False,UNCHANGED,Amanita rubescens,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
48,Amanita pantherina,Amanita pantherina,0.7762,True,Amanita pantherina,0.5950,True,False,UNCHANGED,Amanita pantherina,0.9330,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
49,Poecile carolinensis,Poecile atricapillus,0.9867,False,Poecile atricapillus,0.9830,False,False,UNCHANGED,Poecile atricapillus,0.9960,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
50,Coelophora inaequalis,Harmonia conformis,0.9540,False,Harmonia conformis,0.9550,False,False,UNCHANGED,Harmonia conformis,0.9740,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
51,Otala lactea,Cepaea nemoralis,0.8456,False,Cepaea nemoralis,0.6100,False,False,UNCHANGED,Helminthoglypta tudiculata,0.8860,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,9013.2325,,,,False,False
52,Zachrysia provisoria,Helminthoglypta tudiculata,0.6671,False,Cepaea nemoralis,0.4570,False,True,BOTH_WRONG,Helminthoglypta tudiculata,0.9440,False,False,UNCHANGED,ONLY_DATE_CHANGED,,28.7665,2.1873,1.2423,False,False
53,Oecobius navus,Oecobius navus,0.9922,True,Oecobius navus,0.9940,True,False,UNCHANGED,Oecobius navus,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
54,Podarcis bocagei,Podarcis muralis,0.8789,False,Podarcis muralis,0.8580,False,False,UNCHANGED,Podarcis muralis,0.9510,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
55,Bellis perennis,Brachyscome decipiens,0.5582,False,Erigeron karvinskianus,0.8130,False,True,BOTH_WRONG,Erigeron karvinskianus,0.7270,False,True,BOTH_WRONG,BOTH_CHANGED_AGREE,17005.8468,46.9183,11.7750,1.3163,False,False
56,Theba pisana,Eobania vermiculata,0.8502,False,Eobania vermiculata,0.7860,False,False,UNCHANGED,Helminthoglypta tudiculata,0.4730,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,9933.0588,,,,False,False
57,Erigeron coulteri,Erigeron coulteri,0.7948,True,Erigeron coulteri,0.9250,True,False,UNCHANGED,Erigeron coulteri,0.8450,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
58,Amanita xanthocephala,Amanita xanthocephala,0.9353,True,Amanita xanthocephala,0.8630,True,False,UNCHANGED,Amanita xanthocephala,0.9990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
59,Psammodromus algirus,Podarcis siculus,0.4843,False,Takydromus amurensis,0.5340,False,True,BOTH_WRONG,Psammodromus algirus,0.5560,True,True,IMPROVED,BOTH_CHANGED_DISAGREE,1586.2271,86.1417,2.6037,5.4336,False,False
60,Zosis geniculata,Zosis geniculata,0.9984,True,Zosis geniculata,0.9980,True,False,UNCHANGED,Zosis geniculata,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
61,Oligosoma polychroma,Oligosoma polychroma,0.6865,True,Oligosoma polychroma,0.9350,True,False,UNCHANGED,Oligosoma polychroma,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
62,Mimus polyglottos,Sturnus vulgaris,0.6340,False,Sturnus vulgaris,0.7630,False,False,UNCHANGED,Mimus polyglottos,0.5230,True,True,IMPROVED,ONLY_GPS_CHANGED,7335.8983,,,,False,False
63,Bellis annua,Brachyscome decipiens,0.3389,False,Bellis annua,0.4430,True,True,IMPROVED,Bellis annua,0.6430,True,True,IMPROVED,BOTH_CHANGED_AGREE,16961.0386,74.8521,11.7750,2.2340,False,False
64,Adalia decempunctata,Chilocorus renipustulatus,0.9203,False,Chilocorus renipustulatus,0.9260,False,False,UNCHANGED,Chilocorus renipustulatus,0.9710,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
65,Passer montanus,Passer domesticus,0.8529,False,Passer domesticus,0.8580,False,False,UNCHANGED,Passer domesticus,0.8950,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
66,Nesticodes rufipes,Nesticodes rufipes,0.9756,True,Nesticodes rufipes,0.9780,True,False,UNCHANGED,Nesticodes rufipes,0.9980,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
67,Chilocorus renipustulatus,Chilocorus renipustulatus,0.8995,True,Chilocorus renipustulatus,0.9480,True,False,UNCHANGED,Chilocorus renipustulatus,0.9870,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
68,Zonotrichia albicollis,Zonotrichia albicollis,0.9970,True,Zonotrichia albicollis,0.9960,True,False,UNCHANGED,Zonotrichia albicollis,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
69,Steatoda triangulosa,Steatoda triangulosa,0.9995,True,Steatoda triangulosa,1.0000,True,False,UNCHANGED,Steatoda triangulosa,0.9990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
70,Gallotia galloti,Podarcis siculus,0.8010,False,Podarcis siculus,0.7330,False,False,UNCHANGED,Podarcis siculus,0.6130,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
71,Zootoca vivipara,Takydromus amurensis,0.3908,False,Podarcis muralis,0.3320,False,True,BOTH_WRONG,Podarcis muralis,0.7450,False,True,BOTH_WRONG,BOTH_CHANGED_AGREE,9123.2755,111.3836,5.4336,1.7744,False,False
72,Lacerta agilis,Lacerta agilis,0.8703,True,Lacerta agilis,0.9430,True,False,UNCHANGED,Lacerta agilis,0.8590,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
73,Helix pomatia,Cepaea nemoralis,0.5376,False,Cepaea nemoralis,0.6770,False,False,UNCHANGED,Cepaea nemoralis,0.7150,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
74,Tanacetum parthenium,Tanacetum parthenium,0.7399,True,Tanacetum parthenium,0.7280,True,False,UNCHANGED,Tanacetum parthenium,0.9070,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
75,Melospiza melodia,Zonotrichia leucophrys,0.9378,False,Zonotrichia leucophrys,0.9520,False,False,UNCHANGED,Zonotrichia leucophrys,0.9920,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
76,Cycloneda polita,Cycloneda polita,0.7998,True,Cycloneda polita,0.9230,True,False,UNCHANGED,Cycloneda polita,0.9990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
77,Otala punctata,Otala punctata,0.9835,True,Otala punctata,0.9920,True,False,UNCHANGED,Otala punctata,0.9970,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
78,Oecobius navus,Oecobius navus,0.9995,True,Oecobius navus,0.9990,True,False,UNCHANGED,Oecobius navus,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
79,Larinioides cornutus,Steatoda triangulosa,0.6172,False,Steatoda triangulosa,0.6750,False,False,UNCHANGED,Steatoda triangulosa,0.8800,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
80,Sturnus vulgaris,Sturnus vulgaris,0.6879,True,Sturnus vulgaris,0.8130,True,False,UNCHANGED,Sturnus vulgaris,0.9480,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
81,Leucanthemum vulgare,Bellis perennis,0.6848,False,Bellis perennis,0.7030,False,False,UNCHANGED,Bellis perennis,0.9300,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
82,Zonotrichia atricapilla,Zonotrichia atricapilla,0.9490,True,Zonotrichia atricapilla,0.9530,True,False,UNCHANGED,Zonotrichia atricapilla,0.9340,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
83,Spizelloides arborea,Spizelloides arborea,0.5057,True,Spizelloides arborea,0.6240,True,False,UNCHANGED,Spizelloides arborea,0.6920,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
84,Junco hyemalis,Junco hyemalis,0.9985,True,Junco hyemalis,0.9990,True,False,UNCHANGED,Junco hyemalis,0.9990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
85,Nesticodes rufipes,Steatoda nobilis,0.5750,False,Steatoda nobilis,0.5720,False,False,UNCHANGED,Steatoda nobilis,0.3860,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
86,Podarcis siculus,Podarcis muralis,0.7057,False,Podarcis muralis,0.6680,False,False,UNCHANGED,Podarcis muralis,0.6220,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
87,Russula sanguinea,Russula sanguinea,1.0000,True,Russula sanguinea,1.0000,True,False,UNCHANGED,Russula sanguinea,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
88,Bidens alba,Bidens alba,0.9318,True,Bidens alba,0.9240,True,False,UNCHANGED,Bidens alba,0.9370,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
89,Amanita muscaria,Amanita muscaria,0.8114,True,Amanita muscaria,0.9370,True,False,UNCHANGED,Amanita muscaria,0.8640,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
90,Passer italiae,Podarcis siculus,0.4491,False,Podarcis siculus,0.6420,False,False,UNCHANGED,Podarcis siculus,0.7310,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
91,Trifolium pratense,Trifolium pratense,0.9997,True,Trifolium pratense,1.0000,True,False,UNCHANGED,Trifolium pratense,0.9990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
92,Anguis fragilis,Anguis fragilis,0.9996,True,Anguis fragilis,0.9990,True,False,UNCHANGED,Anguis fragilis,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
93,Amanita pantherina,Amanita rubescens,0.6538,False,Amanita rubescens,0.5440,False,False,UNCHANGED,Amanita rubescens,0.8360,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
94,Brachyscome decipiens,Brachyscome decipiens,0.9730,True,Brachyscome decipiens,1.0000,True,False,UNCHANGED,Brachyscome decipiens,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
95,Spizelloides arborea,Zonotrichia leucophrys,0.5595,False,Zonotrichia leucophrys,0.6030,False,False,UNCHANGED,Zonotrichia albicollis,0.5370,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,3367.4615,,,,False,False
96,Amanita basii,Amanita augusta,0.8720,False,Amanita augusta,0.5200,False,False,UNCHANGED,Amanita augusta,0.5690,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
97,Poecile atricapillus,Poecile atricapillus,0.9996,True,Poecile atricapillus,0.9990,True,False,UNCHANGED,Poecile atricapillus,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
98,Cycloneda polita,Cycloneda polita,0.9982,True,Cycloneda polita,0.9990,True,False,UNCHANGED,Cycloneda polita,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
99,Anguis fragilis,Anguis fragilis,0.9980,True,Anguis fragilis,0.9980,True,False,UNCHANGED,Anguis fragilis,0.9980,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
100,Passer domesticus,Passer domesticus,0.9662,True,Passer domesticus,0.9820,True,False,UNCHANGED,Passer domesticus,0.9990,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
101,Aphanostephus ramosissimus,Aphanostephus ramosissimus,0.6116,True,Erigeron strigosus,0.7290,False,True,DEGRADED,Aphanostephus ramosissimus,0.9220,True,False,UNCHANGED,ONLY_DATE_CHANGED,,5.7810,3.7459,3.9358,False,False
102,Epilachna borealis,Epilachna borealis,0.9985,True,Epilachna borealis,0.9990,True,False,UNCHANGED,Epilachna borealis,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
103,Helicina orbiculata,Cepaea nemoralis,0.9632,False,Cepaea nemoralis,0.9850,False,False,UNCHANGED,Cepaea nemoralis,0.4550,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
104,Erigeron pulchellus,Erigeron pulchellus,0.9428,True,Erigeron pulchellus,0.9800,True,False,UNCHANGED,Erigeron pulchellus,0.9620,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
105,Amanita xanthocephala,Amanita xanthocephala,0.9980,True,Amanita xanthocephala,0.9990,True,False,UNCHANGED,Amanita xanthocephala,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
106,Petronia petronia,Zonotrichia capensis,0.4859,False,Zonotrichia capensis,0.4100,False,False,UNCHANGED,Passer hispaniolensis,0.5550,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,9458.7412,,,,False,False
107,Podarcis bocagei,Podarcis muralis,0.7782,False,Podarcis muralis,0.8360,False,False,UNCHANGED,Podarcis muralis,0.8040,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
108,Lacerta agilis,Lacerta agilis,0.8282,True,Lacerta agilis,0.7410,True,False,UNCHANGED,Lacerta agilis,0.7930,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
109,Cantareus apertus,Cantareus apertus,0.9895,True,Cantareus apertus,0.9860,True,False,UNCHANGED,Cantareus apertus,0.9870,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
110,Lampropholis delicata,Lygodactylus capensis,0.9690,False,Lygodactylus capensis,0.9890,False,False,UNCHANGED,Lygodactylus capensis,0.7380,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
111,Zonotrichia capensis,Turdus migratorius,0.5134,False,Turdus migratorius,0.5580,False,False,UNCHANGED,Zonotrichia capensis,0.9990,True,True,IMPROVED,ONLY_GPS_CHANGED,8303.4153,,,,False,False
112,Araneus pegnia,Araneus pegnia,0.9822,True,Araneus pegnia,0.8770,True,False,UNCHANGED,Araneus pegnia,0.9970,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
113,Uta stansburiana,Uta stansburiana,0.9998,True,Uta stansburiana,1.0000,True,False,UNCHANGED,Uta stansburiana,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
114,Takydromus amurensis,Podarcis siculus,0.8921,False,Podarcis siculus,0.9060,False,False,UNCHANGED,Takydromus amurensis,0.9960,True,True,IMPROVED,ONLY_GPS_CHANGED,9180.9309,,,,False,False
115,Petronia petronia,Zonotrichia leucophrys,0.7465,False,Zonotrichia leucophrys,0.7660,False,False,UNCHANGED,Passer hispaniolensis,0.8650,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,9485.0417,,,,False,False
116,Spizella passerina,Zonotrichia leucophrys,0.7788,False,Zonotrichia leucophrys,0.7750,False,False,UNCHANGED,Zonotrichia leucophrys,0.6000,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
117,Cryptachaea gigantipes,Steatoda nobilis,0.3901,False,Steatoda nobilis,0.4610,False,False,UNCHANGED,Cryptachaea veruculata,0.6100,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,11227.8707,,,,False,False
118,Psyllobora vigintiduopunctata,Psyllobora vigintiduopunctata,0.9993,True,Psyllobora vigintiduopunctata,0.9990,True,False,UNCHANGED,Psyllobora vigintiduopunctata,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
119,Podarcis muralis,Podarcis muralis,0.9894,True,Podarcis muralis,0.9890,True,False,UNCHANGED,Podarcis muralis,0.9980,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
120,Cryptachaea gigantipes,Cryptachaea veruculata,0.2675,False,Cryptachaea veruculata,0.4220,False,False,UNCHANGED,Cryptachaea veruculata,0.9840,False,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
121,Olla v-nigrum,Chilocorus renipustulatus,0.5854,False,Chilocorus renipustulatus,0.5410,False,False,UNCHANGED,Chilocorus cacti,0.4690,False,True,BOTH_WRONG,ONLY_GPS_CHANGED,8319.1348,,,,False,False
122,Larinioides sclopetarius,Larinioides sclopetarius,0.9998,True,Larinioides sclopetarius,1.0000,True,False,UNCHANGED,Larinioides sclopetarius,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
123,Nephilingis cruentata,Nephilingis cruentata,0.5710,True,Nephilingis cruentata,0.7590,True,False,UNCHANGED,Nephilingis cruentata,0.5600,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
124,Scytodes thoracica,Scytodes thoracica,1.0000,True,Scytodes thoracica,1.0000,True,False,UNCHANGED,Scytodes thoracica,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
125,Uta stansburiana,Uta stansburiana,0.9993,True,Uta stansburiana,0.9990,True,False,UNCHANGED,Uta stansburiana,1.0000,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
126,Zonotrichia albicollis,Zonotrichia albicollis,0.9699,True,Zonotrichia albicollis,0.9610,True,False,UNCHANGED,Zonotrichia albicollis,0.9980,True,False,UNCHANGED,BOTH_UNCHANGED,,,,,False,False
